id,PassedStepsPart,CostablePercentage,ScoredUnscoredRatio,Score,AveragePassingTime,AverageIdlingTime,SkippedPersentage,TimeDeviation,ScoreDeviation,EventsCount,WorkDaysPercentage,DayAverage,MaxIdleDays,MaxVisitingDays,AverageDayPart,passed
13275,0.005634,0.000000,0.000000,0.000000,1.000000,1.000000,0.500000,0.014286,0.014286,0.000983,1.000000,0.006826,0.000000,0.071429,0.000405,0
13276,0.005634,0.000000,0.000000,0.000000,1.000000,0.000232,0.500000,-0.294118,-0.500000,0.001147,1.000000,0.006826,0.000000,0.071429,0.000324,0
13277,0.011268,0.000000,0.000000,0.000000,1.000000,0.000386,0.500000,-0.239938,-0.500000,0.002458,1.000000,0.013652,0.000000,0.071429,0.000984,0
13278,0.005634,0.000000,0.000000,0.000000,1.000000,1.000000,0.904762,0.071429,0.071429,0.000983,1.000000,0.006826,0.000000,0.071429,0.000081,0
13279,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13281,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13282,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13283,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13286,0.011268,0.000000,0.000000,0.000000,1.000000,0.000198,0.500000,0.192308,0.157143,0.002130,1.000000,0.013652,0.000000,0.071429,0.000278,0
13287,0.197183,0.114286,0.032258,0.084034,0.018093,1.000000,0.230769,-0.148452,-0.212385,0.047026,0.200000,0.093288,0.857143,0.142857,0.452569,0
13289,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000328,0.000000,0.000000,0.000000,0.000000,0.000000,0
13290,0.019718,0.000000,0.000000,0.000000,1.000000,0.001608,0.100000,0.233233,0.200581,0.004424,1.000000,0.030717,0.000000,0.071429,0.005127,0
13291,0.014085,0.400000,0.166667,0.016807,0.000688,0.000761,0.500000,0.036863,0.016055,0.003932,1.000000,0.017065,0.000000,0.071429,0.002512,0
13292,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13293,0.250704,0.078652,0.021341,0.067227,0.003282,1.000000,0.347222,-0.209390,-0.366041,0.061609,0.642857,0.045127,0.142857,0.285714,0.115482,0
13296,0.005634,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000983,1.000000,0.006826,0.000000,0.071429,0.000625,0
13297,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13298,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13299,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13300,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13301,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13302,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13303,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13304,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13305,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13308,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13311,0.028169,0.200000,0.062500,0.016807,0.001789,0.000587,0.000000,-0.087608,-0.195483,0.005899,1.000000,0.034130,0.000000,0.071429,0.007431,0
13312,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13313,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13315,0.028169,0.200000,0.062500,0.016807,0.000963,0.002923,0.000000,-0.032401,-0.294828,0.008193,1.000000,0.034130,0.000000,0.071429,0.006921,0
13316,0.008451,0.000000,0.000000,0.000000,1.000000,0.002477,0.000000,-0.302713,-0.500000,0.002458,1.000000,0.010239,0.000000,0.071429,0.003738,0
13317,0.022535,0.000000,0.000000,0.000000,1.000000,0.000747,0.000000,0.109756,-0.500000,0.006226,1.000000,0.034130,0.000000,0.071429,0.001817,0
13318,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13320,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13321,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13322,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13323,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13324,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13325,0.022535,0.000000,0.000000,0.000000,1.000000,0.000198,0.000000,0.022782,-0.191676,0.005243,1.000000,0.034130,0.000000,0.071429,0.003866,0
13326,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13327,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13328,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13329,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13330,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13331,0.098592,0.114286,0.032258,0.033613,0.352597,0.022323,0.027778,-0.488818,-0.454505,0.024414,1.000000,0.119454,0.000000,0.071429,0.187106,0
13332,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13333,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13334,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13335,0.160563,0.087719,0.024038,0.050420,0.041056,1.000000,0.340659,-0.294000,-0.332485,0.036048,0.461538,0.042662,0.214286,0.142857,0.107888,0
13336,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13338,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13339,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13341,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13343,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13344,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13346,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13347,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13348,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13349,0.005634,0.000000,0.000000,0.000000,1.000000,1.000000,0.333333,0.000000,0.000000,0.000983,1.000000,0.006826,0.000000,0.071429,0.000162,0
13350,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13351,0.028169,0.000000,0.000000,0.000000,1.000000,0.009412,0.076923,0.217345,-0.062782,0.008684,1.000000,0.040956,0.000000,0.071429,0.022419,0
13356,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13360,0.028169,0.200000,0.062500,0.016807,0.001307,0.004016,0.000000,0.413414,0.290054,0.009176,1.000000,0.034130,0.000000,0.071429,0.024248,0
13361,0.005634,0.000000,0.000000,0.000000,1.000000,0.001282,0.000000,-0.293651,-0.500000,0.001147,1.000000,0.006826,0.000000,0.071429,0.001794,0
13362,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13363,0.008451,0.000000,0.000000,0.000000,1.000000,0.000934,0.555556,-0.287716,-0.500000,0.002949,1.000000,0.013652,0.000000,0.071429,0.002407,0
13364,0.042254,0.000000,0.000000,0.000000,1.000000,0.003943,0.784810,-0.197039,-0.276082,0.009012,1.000000,0.058020,0.000000,0.071429,0.016250,0
13365,0.047887,0.117647,0.033333,0.016807,0.001995,0.066672,0.943894,-0.366514,-0.434606,0.010978,1.000000,0.058020,0.000000,0.071429,0.250174,0
13366,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13367,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13368,0.008451,0.000000,0.000000,0.000000,1.000000,0.000707,0.500000,-0.206977,-0.388889,0.001802,1.000000,0.010239,0.000000,0.071429,0.002188,0
13369,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13370,0.205634,0.041096,0.010714,0.025210,0.001789,0.004556,0.747774,-0.298004,-0.257117,0.043257,1.000000,0.290102,0.000000,0.071429,0.033889,0
13371,0.045070,0.000000,0.000000,0.000000,1.000000,1.000000,0.636364,0.063400,0.063400,0.007865,1.000000,0.027304,0.000000,0.142857,0.019699,0
13372,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13373,0.008451,0.000000,0.000000,0.000000,1.000000,1.000000,0.545455,0.163102,0.046763,0.002130,1.000000,0.017065,0.000000,0.071429,0.001458,0
13374,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13375,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13376,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13377,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13378,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13379,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13380,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13381,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13382,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13383,0.002817,0.000000,0.000000,0.000000,1.000000,0.779203,0.000000,-0.250000,-0.500000,0.000655,1.000000,0.003413,0.000000,0.142857,0.000000,0
13386,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13387,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13388,0.016901,0.000000,0.000000,0.000000,1.000000,0.002934,0.125000,-0.180834,-0.314791,0.004096,1.000000,0.023891,0.000000,0.071429,0.020069,0
13389,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13390,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13391,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13394,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13395,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13396,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13397,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13399,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13400,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13401,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13402,0.005634,0.000000,0.000000,0.000000,1.000000,1.000000,0.666667,0.000000,0.000000,0.000983,1.000000,0.006826,0.000000,0.071429,0.000208,0
13403,0.002817,0.000000,0.000000,0.000000,1.000000,0.367050,0.000000,-0.249992,-0.500000,0.000655,1.000000,0.003413,0.000000,0.071429,0.513715,0
13404,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13405,0.005634,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000983,1.000000,0.006826,0.000000,0.071429,0.000301,0
13406,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13407,0.005634,0.000000,0.000000,0.000000,1.000000,0.000480,0.666667,-0.002890,-0.104167,0.001147,1.000000,0.006826,0.000000,0.071429,0.000671,0
13408,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13409,0.005634,0.000000,0.000000,0.000000,1.000000,0.000203,0.666667,0.079268,-0.218750,0.001639,1.000000,0.010239,0.000000,0.071429,0.000532,0
13410,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13411,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13412,0.259155,0.119565,0.033951,0.134454,0.038024,1.000000,0.206897,0.004893,-0.161203,0.073898,0.571429,0.051621,0.214286,0.285714,0.213388,0
13413,0.140845,0.100000,0.027778,0.042017,0.002587,0.211446,0.373494,0.351429,0.299980,0.035556,0.333333,0.063709,0.428571,0.142857,0.192284,0
13414,0.002817,0.000000,0.000000,0.000000,1.000000,0.000364,0.000000,-0.250000,-0.500000,0.000655,1.000000,0.003413,0.000000,0.071429,0.000509,0
13416,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13418,0.008451,0.000000,0.000000,0.000000,1.000000,0.000413,0.625000,-0.206557,-0.303571,0.001802,1.000000,0.010239,0.000000,0.071429,0.001840,0
13419,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13420,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13422,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13423,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13424,0.008451,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.085816,0.085816,0.001475,1.000000,0.010239,0.000000,0.071429,0.006759,0
13426,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13427,0.011268,0.000000,0.000000,0.000000,1.000000,0.000194,0.000000,-0.117916,-0.130952,0.002294,1.000000,0.013652,0.000000,0.071429,0.001435,0
13428,0.019718,0.000000,0.000000,0.000000,1.000000,1.000000,0.461538,-0.044662,-0.044662,0.003441,1.000000,0.023891,0.000000,0.071429,0.006354,0
13429,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13430,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13431,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13433,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13434,0.005634,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.166667,0.166667,0.000983,1.000000,0.006826,0.000000,0.071429,0.000035,0
13435,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13436,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13437,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13438,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13440,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13441,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13442,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13443,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13444,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13446,0.008451,0.000000,0.000000,0.000000,1.000000,0.000339,0.625000,0.108696,-0.026316,0.001802,1.000000,0.010239,0.000000,0.071429,0.000706,0
13447,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13448,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13449,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13450,0.008451,0.000000,0.000000,0.000000,1.000000,1.000000,0.727273,-0.091837,-0.091837,0.001475,1.000000,0.010239,0.000000,0.071429,0.001377,0
13451,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13452,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13453,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13455,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13456,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13457,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13458,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13459,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13460,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13461,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13462,0.022535,0.000000,0.000000,0.000000,1.000000,0.000116,0.000000,-0.008977,-0.162301,0.004752,1.000000,0.034130,0.000000,0.071429,0.012292,0
13463,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13465,0.005634,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000983,1.000000,0.006826,0.000000,0.071429,0.000255,0
13466,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13467,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13468,0.056338,0.150000,0.044118,0.025210,0.014034,1.000000,0.000000,-0.395563,-0.500000,0.018188,1.000000,0.010922,0.000000,1.071429,0.041806,0
13470,0.112676,0.025000,0.006410,0.008403,0.002889,0.000273,0.145833,-0.141925,-0.169908,0.020318,1.000000,0.139932,0.000000,0.071429,0.039016,0
13471,0.138028,0.102041,0.028409,0.042017,0.002779,0.028982,0.092593,-0.474470,-0.490818,0.034409,0.571429,0.043515,0.214286,0.214286,0.116134,0
13472,0.028169,0.000000,0.000000,0.000000,1.000000,0.000601,0.911290,-0.258608,-0.330729,0.005899,1.000000,0.037543,0.000000,0.071429,0.002685,0
13473,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13474,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13475,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13476,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13477,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13478,0.163380,0.086207,0.023585,0.042017,0.017831,0.085627,0.134328,-0.261996,-0.324878,0.033426,1.000000,0.068259,0.000000,0.214286,0.469988,0
13479,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13480,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13481,0.005634,0.000000,0.000000,0.000000,1.000000,0.000083,0.000000,-0.076923,-0.214286,0.001147,1.000000,0.006826,0.000000,0.071429,0.000116,0
13483,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13484,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
13485,0.002817,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0
